time,mode,event,details
2026-09-21T11:22:37.911527,live,signal_position_limit,"{""signal"": ""2026-09-21T11:22:37/1032"", ""strategy_code"": ""CFCWIN01m"", ""delta"": 1, ""projected_position"": 3, ""max_position"": 2}"
2026-09-21T13:29:34.821963,live,signal_position_limit,"{""signal"": ""2026-09-21T13:29:34/1033"", ""strategy_code"": ""CFCTX18m"", ""delta"": 1, ""projected_position"": 3, ""max_position"": 2}"
2026-09-21T13:29:55.209312,live,signal_position_limit,"{""signal"": ""2026-09-21T13:29:55/1034"", ""strategy_code"": ""CFCCPm"", ""delta"": 1, ""projected_position"": 3, ""max_position"": 2}"
2026-09-21T13:31:16.648685,live,failed_no_retry,"{""key"": ""signal/2026-09-21T13:31:16/1035"", ""detail"": ""本次送單失敗或送出結果不明（BrokerOrderError）；不重送，繼續等新訊號"", ""signal"": {""net_position"": 3, ""positions"": {""CFC07m"": 0, ""CFCTX17m"": 0, ""CFCTX18m"": 1, ""CFCTX19m"": 0, ""CFCTX20m"": 0, ""CFCTX21m"": 0, ""CFCWIN01m"": 1, ""CFCPW3m"": 0, ""CFCCPm"": 1, ""CFCTX16m"": 0, ""CFCTX22m"": 0, ""CFCTX23m"": 0, ""CFCTX15m"": 0}, ""source"": ""pure_ef_new_signals"", ""unit"": 1, ""last_signal"": ""2026-09-21T13:31:16/1035"", ""strategy_code"": ""CFCTX15m"", ""strategy_name"": ""財神列車15號"", ""signal_previous_position"": -1, ""previous_position"": 0, ""new_position"": 0}}"
2026-09-21T13:31:25.851903,live,failed_no_retry,"{""key"": ""signal/2026-09-21T13:31:24/1036"", ""detail"": ""本次送單失敗或送出結果不明（BrokerOrderError）；不重送，繼續等新訊號"", ""signal"": {""net_position"": 3, ""positions"": {""CFC07m"": 0, ""CFCTX17m"": 0, ""CFCTX18m"": 1, ""CFCTX19m"": 0, ""CFCTX20m"": 0, ""CFCTX21m"": 0, ""CFCWIN01m"": 1, ""CFCPW3m"": 0, ""CFCCPm"": 1, ""CFCTX16m"": 0, ""CFCTX22m"": 0, ""CFCTX23m"": 0, ""CFCTX15m"": 0}, ""source"": ""pure_ef_new_signals"", ""unit"": 1, ""last_signal"": ""2026-09-21T13:31:24/1036"", ""strategy_code"": ""CFCTX21m"", ""strategy_name"": ""財神列車21號"", ""signal_previous_position"": -1, ""previous_position"": 0, ""new_position"": 0}}"
2026-09-21T21:22:34.099595,live,signal_position_limit,"{""signal"": ""2026-09-21T21:22:34/1037"", ""strategy_code"": ""CFCTX23m"", ""delta"": 0, ""projected_position"": 2, ""max_position"": 1, ""position_unit"": 1}"
2026-09-21T21:22:43.237579,live,signal_position_limit,"{""signal"": ""2026-09-21T21:22:42/1038"", ""strategy_code"": ""CFCCPm"", ""delta"": 0, ""projected_position"": 2, ""max_position"": 1, ""position_unit"": 1}"
2026-09-21T21:30:23.940734,live,signal_position_limit,"{""signal"": ""2026-09-21T21:30:23/1039"", ""strategy_code"": ""CFCTX17m"", ""delta"": 0, ""projected_position"": 2, ""max_position"": 1, ""position_unit"": 1}"
2026-09-21T21:32:33.203067,live,signal_position_limit,"{""signal"": ""2026-09-21T21:32:32/1040"", ""strategy_code"": ""CFCPW3m"", ""delta"": 0, ""projected_position"": 2, ""max_position"": 1, ""position_unit"": 1}"
2026-09-21T21:40:05.083389,live,signal_position_limit,"{""signal"": ""2026-09-21T21:40:04/1041"", ""strategy_code"": ""CFCTX22m"", ""delta"": 1, ""projected_position"": 3, ""max_position"": 1, ""position_unit"": 1}"
2026-09-21T21:42:20.593453,live,signal_position_limit,"{""signal"": ""2026-09-21T21:42:19/1042"", ""strategy_code"": ""CFCTX23m"", ""delta"": 1, ""projected_position"": 4, ""max_position"": 1, ""position_unit"": 1}"
2026-09-21T22:00:40.323770,live,signal_position_limit,"{""signal"": ""2026-09-21T22:00:40/1043"", ""strategy_code"": ""CFCCPm"", ""delta"": 1, ""projected_position"": 5, ""max_position"": 1, ""position_unit"": 1}"
2026-09-22T01:00:01.609162,live,no_order_needed,"{""key"": ""2026-09-22T01:00:00/flat"", ""detail"": ""目前庫存已符合最終口數，無需下單"", ""signal"": null}"
2026-09-22T05:05:00.762744,live,daily_reset,"{""previous_positions"": {""CFC07m"": 1, ""CFCTX17m"": 0, ""CFCTX18m"": 1, ""CFCTX19m"": 0, ""CFCTX20m"": 0, ""CFCTX21m"": 0, ""CFCWIN01m"": 1, ""CFCPW3m"": 0, ""CFCCPm"": 1, ""CFCTX16m"": 1, ""CFCTX22m"": 1, ""CFCTX23m"": 1, ""CFCTX15m"": 0}, ""cycle"": ""2026-09-22T01:00:00"", ""confirmed_flat"": true}"
2026-09-22T08:45:03.001017,live,failed_no_retry,"{""key"": ""signal/2026-09-22T08:45:02/1044"", ""detail"": ""本次送單失敗或送出結果不明（BrokerOrderError）；不重送，繼續等新訊號"", ""signal"": {""net_position"": 1, ""positions"": {""CFC07m"": 0, ""CFCTX17m"": 1, ""CFCTX18m"": 0, ""CFCTX19m"": 0, ""CFCTX20m"": 0, ""CFCTX21m"": 0, ""CFCWIN01m"": 0, ""CFCPW3m"": 0, ""CFCCPm"": 0, ""CFCTX16m"": 0, ""CFCTX22m"": 0, ""CFCTX23m"": 0, ""CFCTX15m"": 0}, ""source"": ""pure_ef_new_signals"", ""unit"": 1, ""last_signal"": ""2026-09-22T08:45:02/1044"", ""strategy_code"": ""CFCTX17m"", ""strategy_name"": ""財神列車17號"", ""signal_previous_position"": 0, ""previous_position"": 0, ""new_position"": 1}}"
2026-09-22T08:52:32.870567,live,failed_no_retry,"{""key"": ""signal/2026-09-22T08:52:32/1045"", ""detail"": ""本次送單失敗或送出結果不明（BrokerOrderError）；不重送，繼續等新訊號"", ""signal"": {""net_position"": 1, ""positions"": {""CFC07m"": 0, ""CFCTX17m"": 1, ""CFCTX18m"": 0, ""CFCTX19m"": 0, ""CFCTX20m"": 0, ""CFCTX21m"": 0, ""CFCWIN01m"": 0, ""CFCPW3m"": 0, ""CFCCPm"": 0, ""CFCTX16m"": 0, ""CFCTX22m"": 0, ""CFCTX23m"": 0, ""CFCTX15m"": 0}, ""source"": ""pure_ef_new_signals"", ""unit"": 1, ""last_signal"": ""2026-09-22T08:52:32/1045"", ""strategy_code"": ""CFCWIN01m"", ""strategy_name"": ""智能引擎1號"", ""signal_previous_position"": 1, ""previous_position"": 0, ""new_position"": 0}}"
2026-09-22T08:52:55.350875,live,failed_no_retry,"{""key"": ""signal/2026-09-22T08:52:55/1046"", ""detail"": ""本次送單失敗或送出結果不明（BrokerOrderError）；不重送，繼續等新訊號"", ""signal"": {""net_position"": 1, ""positions"": {""CFC07m"": 0, ""CFCTX17m"": 1, ""CFCTX18m"": 0, ""CFCTX19m"": 0, ""CFCTX20m"": 0, ""CFCTX21m"": 0, ""CFCWIN01m"": 0, ""CFCPW3m"": 0, ""CFCCPm"": 0, ""CFCTX16m"": 0, ""CFCTX22m"": 0, ""CFCTX23m"": 0, ""CFCTX15m"": 0}, ""source"": ""pure_ef_new_signals"", ""unit"": 1, ""last_signal"": ""2026-09-22T08:52:55/1046"", ""strategy_code"": ""CFCTX22m"", ""strategy_name"": ""財神列車22號"", ""signal_previous_position"": 1, ""previous_position"": 0, ""new_position"": 0}}"
2026-09-22T09:04:53.177270,live,no_order_needed,"{""key"": ""signal/2026-09-22T09:04:53/1047"", ""detail"": ""目前庫存已符合最終口數，無需下單"", ""signal"": {""net_position"": 0, ""positions"": {""CFC07m"": 0, ""CFCTX17m"": 0, ""CFCTX18m"": 0, ""CFCTX19m"": 0, ""CFCTX20m"": 0, ""CFCTX21m"": 0, ""CFCWIN01m"": 0, ""CFCPW3m"": 0, ""CFCCPm"": 0, ""CFCTX16m"": 0, ""CFCTX22m"": 0, ""CFCTX23m"": 0, ""CFCTX15m"": 0}, ""source"": ""pure_ef_new_signals"", ""unit"": 1, ""last_signal"": ""2026-09-22T09:04:53/1047"", ""strategy_code"": ""CFCTX17m"", ""strategy_name"": ""財神列車17號"", ""signal_previous_position"": 1, ""previous_position"": 1, ""new_position"": 0}}"
2026-09-22T09:05:15.641884,live,no_order_needed,"{""key"": ""signal/2026-09-22T09:05:14/1048"", ""detail"": ""目前庫存已符合最終口數，無需下單"", ""signal"": {""net_position"": 0, ""positions"": {""CFC07m"": 0, ""CFCTX17m"": 0, ""CFCTX18m"": 0, ""CFCTX19m"": 0, ""CFCTX20m"": 0, ""CFCTX21m"": 0, ""CFCWIN01m"": 0, ""CFCPW3m"": 0, ""CFCCPm"": 0, ""CFCTX16m"": 0, ""CFCTX22m"": 0, ""CFCTX23m"": 0, ""CFCTX15m"": 0}, ""source"": ""pure_ef_new_signals"", ""unit"": 1, ""last_signal"": ""2026-09-22T09:05:14/1048"", ""strategy_code"": ""CFC07m"", ""strategy_name"": ""財神列車7號"", ""signal_previous_position"": 1, ""previous_position"": 0, ""new_position"": 0}}"
2026-09-22T09:11:40.564240,live,no_order_needed,"{""key"": ""signal/2026-09-22T09:11:40/1049"", ""detail"": ""目前庫存已符合最終口數，無需下單"", ""signal"": {""net_position"": 0, ""positions"": {""CFC07m"": 0, ""CFCTX17m"": 0, ""CFCTX18m"": 0, ""CFCTX19m"": 0, ""CFCTX20m"": 0, ""CFCTX21m"": 0, ""CFCWIN01m"": 0, ""CFCPW3m"": 0, ""CFCCPm"": 0, ""CFCTX16m"": 0, ""CFCTX22m"": 0, ""CFCTX23m"": 0, ""CFCTX15m"": 0}, ""source"": ""pure_ef_new_signals"", ""unit"": 1, ""last_signal"": ""2026-09-22T09:11:40/1049"", ""strategy_code"": ""CFCTX23m"", ""strategy_name"": ""財神列車23號"", ""signal_previous_position"": 1, ""previous_position"": 0, ""new_position"": 0}}"
2026-09-22T09:20:03.457670,live,no_order_needed,"{""key"": ""signal/2026-09-22T09:20:02/1050"", ""detail"": ""目前庫存已符合最終口數，無需下單"", ""signal"": {""net_position"": 0, ""positions"": {""CFC07m"": 0, ""CFCTX17m"": 0, ""CFCTX18m"": 0, ""CFCTX19m"": 0, ""CFCTX20m"": 0, ""CFCTX21m"": 0, ""CFCWIN01m"": 0, ""CFCPW3m"": 0, ""CFCCPm"": 0, ""CFCTX16m"": 0, ""CFCTX22m"": 0, ""CFCTX23m"": 0, ""CFCTX15m"": 0}, ""source"": ""pure_ef_new_signals"", ""unit"": 1, ""last_signal"": ""2026-09-22T09:20:02/1050"", ""strategy_code"": ""CFCTX16m"", ""strategy_name"": ""財神列車16號"", ""signal_previous_position"": 1, ""previous_position"": 0, ""new_position"": 0}}"
2026-09-22T11:37:34.749801,live,failed_no_retry,"{""key"": ""signal/2026-09-22T11:37:33/1051"", ""detail"": ""本次送單失敗或送出結果不明（BrokerOrderError）；不重送，繼續等新訊號"", ""signal"": {""net_position"": -1, ""positions"": {""CFC07m"": -1, ""CFCTX17m"": 0, ""CFCTX18m"": 0, ""CFCTX19m"": 0, ""CFCTX20m"": 0, ""CFCTX21m"": 0, ""CFCWIN01m"": 0, ""CFCPW3m"": 0, ""CFCCPm"": 0, ""CFCTX16m"": 0, ""CFCTX22m"": 0, ""CFCTX23m"": 0, ""CFCTX15m"": 0}, ""source"": ""pure_ef_new_signals"", ""unit"": 1, ""last_signal"": ""2026-09-22T11:37:33/1051"", ""strategy_code"": ""CFC07m"", ""strategy_name"": ""財神列車7號"", ""signal_previous_position"": 0, ""previous_position"": 0, ""new_position"": -1}}"
2026-09-22T11:37:42.887410,live,signal_position_limit,"{""signal"": ""2026-09-22T11:37:41/1052"", ""strategy_code"": ""CFCTX16m"", ""delta"": -1, ""projected_position"": -2, ""max_position"": 1, ""position_unit"": 1}"
2026-09-22T11:44:55.194808,live,signal_position_limit,"{""signal"": ""2026-09-22T11:44:54/1053"", ""strategy_code"": ""CFCTX18m"", ""delta"": 0, ""projected_position"": -2, ""max_position"": 1, ""position_unit"": 1}"
2026-09-22T12:17:43.140201,live,signal_position_limit,"{""signal"": ""2026-09-22T12:17:42/1054"", ""strategy_code"": ""CFCCPm"", ""delta"": 0, ""projected_position"": -2, ""max_position"": 1, ""position_unit"": 1}"
2026-09-22T16:03:49.573816,live,signal_position_limit,"{""signal"": ""2026-09-22T16:03:48/1055"", ""strategy_code"": ""CFCTX17m"", ""delta"": -1, ""projected_position"": -3, ""max_position"": 1, ""position_unit"": 1}"
2026-09-22T16:46:58.572735,live,signal_position_limit,"{""signal"": ""2026-09-22T16:46:57/1056"", ""strategy_code"": ""CFC07m"", ""delta"": 1, ""projected_position"": -2, ""max_position"": 1, ""position_unit"": 1}"
2026-09-22T17:00:24.808151,live,failed_no_retry,"{""key"": ""signal/2026-09-22T17:00:23/1057"", ""detail"": ""本次送單失敗或送出結果不明（BrokerOrderError）；不重送，繼續等新訊號"", ""signal"": {""net_position"": 1, ""positions"": {""CFC07m"": 0, ""CFCTX17m"": 0, ""CFCTX18m"": 0, ""CFCTX19m"": 0, ""CFCTX20m"": 1, ""CFCTX21m"": 0, ""CFCWIN01m"": 0, ""CFCPW3m"": 0, ""CFCCPm"": 0, ""CFCTX16m"": 0, ""CFCTX22m"": 0, ""CFCTX23m"": 0, ""CFCTX15m"": 0}, ""source"": ""pure_ef_new_signals"", ""unit"": 1, ""last_signal"": ""2026-09-22T17:00:23/1057"", ""strategy_code"": ""CFCTX20m"", ""strategy_name"": ""財神列車20號"", ""signal_previous_position"": 0, ""previous_position"": 0, ""new_position"": 1}}"
2026-09-22T17:15:55.065014,live,failed_no_retry,"{""key"": ""signal/2026-09-22T17:00:23/1058"", ""detail"": ""本次送單失敗或送出結果不明（BrokerOrderError）；不重送，繼續等新訊號"", ""signal"": {""net_position"": 1, ""positions"": {""CFC07m"": 0, ""CFCTX17m"": 0, ""CFCTX18m"": 0, ""CFCTX19m"": 0, ""CFCTX20m"": 1, ""CFCTX21m"": 0, ""CFCWIN01m"": 0, ""CFCPW3m"": 0, ""CFCCPm"": 0, ""CFCTX16m"": 0, ""CFCTX22m"": 0, ""CFCTX23m"": 0, ""CFCTX15m"": 0}, ""source"": ""pure_ef_new_signals"", ""unit"": 1, ""last_signal"": ""2026-09-22T17:00:23/1058"", ""strategy_code"": ""CFCTX20m"", ""strategy_name"": ""財神列車20號"", ""signal_previous_position"": 0, ""previous_position"": 1, ""new_position"": 1}}"
