trade_no,date,single_pnl,single_points,base_mdd_pnl,base_mdd_points,loss_streak_before,win_streak_before,post_mdd_zero_index,plan1_quantity,plan1_cum_pnl,plan1_mdd_pnl,plan2_quantity,plan2_cum_pnl,plan2_mdd_pnl,plan3_quantity,plan3_cum_pnl,plan3_mdd_pnl
30,2025-05-22,-3700.0,-370.0,-25200.0,-2520.0,1,0,0,1,102100.0,-25200.0,1,102100.0,-25200.0,1,102100.0,-25200.0
31,2025-05-22,-2600.0,-260.0,-27800.0,-2780.0,2,0,0,1,99500.0,-27800.0,1,99500.0,-27800.0,1,99500.0,-27800.0
32,2025-05-22,-3300.0,-330.0,-31100.0,-3110.0,3,0,0,1,96200.0,-31100.0,1,96200.0,-31100.0,1,96200.0,-31100.0
33,2025-05-22,2500.0,250.0,-28600.0,-2860.0,4,0,0,2,101200.0,-26100.0,1,98700.0,-28600.0,1,98700.0,-28600.0
34,2025-05-23,1800.0,180.0,-26800.0,-2680.0,0,1,0,2,104800.0,-22500.0,1,100500.0,-26800.0,1,100500.0,-26800.0
35,2025-05-26,-5700.0,-570.0,-32500.0,-3250.0,0,2,0,2,93400.0,-33900.0,1,94800.0,-32500.0,1,94800.0,-32500.0
36,2025-05-26,1800.0,180.0,-30700.0,-3070.0,1,0,0,2,97000.0,-30300.0,1,96600.0,-30700.0,1,96600.0,-30700.0
37,2025-05-28,2300.0,230.0,-28400.0,-2840.0,0,1,0,2,101600.0,-25700.0,1,98900.0,-28400.0,1,98900.0,-28400.0
38,2025-05-28,20000.0,2000.0,-8400.0,-840.0,0,2,0,2,141600.0,0.0,1,118900.0,-8400.0,1,118900.0,-8400.0
39,2025-06-02,-7450.0,-745.0,-15850.0,-1585.0,0,3,0,2,126700.0,-14900.0,1,111450.0,-15850.0,1,111450.0,-15850.0
40,2025-06-02,-8900.0,-890.0,-24750.0,-2475.0,1,0,0,2,108900.0,-32700.0,1,102550.0,-24750.0,1,102550.0,-24750.0
41,2025-06-03,1050.0,105.0,-23700.0,-2370.0,2,0,0,2,111000.0,-30600.0,1,103600.0,-23700.0,1,103600.0,-23700.0
42,2025-06-03,0.0,0.0,-23700.0,-2370.0,0,1,0,2,111000.0,-30600.0,1,103600.0,-23700.0,1,103600.0,-23700.0
43,2025-06-03,10850.0,1085.0,-12850.0,-1285.0,0,0,0,2,132700.0,-8900.0,1,114450.0,-12850.0,1,114450.0,-12850.0
44,2025-06-04,-4450.0,-445.0,-17300.0,-1730.0,0,1,0,2,123800.0,-17800.0,1,110000.0,-17300.0,1,110000.0,-17300.0
45,2025-06-04,13850.0,1385.0,-3450.0,-345.0,1,0,0,2,151500.0,0.0,1,123850.0,-3450.0,1,123850.0,-3450.0
46,2025-06-09,-3700.0,-370.0,-7150.0,-715.0,0,1,0,2,144100.0,-7400.0,1,120150.0,-7150.0,1,120150.0,-7150.0
47,2025-06-09,23250.0,2325.0,0.0,0.0,1,0,0,2,190600.0,0.0,1,143400.0,0.0,1,143400.0,0.0
